,bib_number,half_1st,half_second,time_total_netto,time_total_brutto,5km,10km,15km,20km,25km,30km,35km,40km,last_name,first_name,grade_time
8484,5071,7739,8357,16096,20397,1946,3762,5532,7329,9093,11191,13140,15215,xxx,xxx,<4h30
8485,19711,7612,8485,16096,19135,1614,3351,5115,7127,8987,11152,13115,15252,xxx,xxx,<4h30
8486,14272,7965,8133,16097,18572,1890,3697,5510,7521,9368,11399,13334,15257,xxx,xxx,<4h30
8487,1913,8281,7816,16097,19177,1969,3819,5757,7833,9770,11694,13451,15256,xxx,xxx,<4h30
8488,11061,7627,8472,16098,17328,1637,3344,5137,7176,9055,11170,13122,15192,xxx,xxx,<4h30
8489,13983,7641,8458,16098,17990,1703,3393,5152,7168,9149,11254,13152,15214,xxx,xxx,<4h30
8490,9579,7830,8269,16098,19151,1787,3607,5449,7377,9268,11420,13340,15315,xxx,xxx,<4h30
8491,6440,8028,8071,16098,18581,1899,3702,5500,7584,9422,11680,13481,15335,xxx,xxx,<4h30
8492,20261,7614,8487,16100,17449,1800,3504,5239,7127,8989,11281,13251,15285,xxx,xxx,<4h30
8493,6258,7833,8268,16100,18049,1863,3687,5468,7383,9321,11349,13329,15268,xxx,xxx,<4h30
8494,10703,7212,8888,16100,16782,1690,3328,4999,6804,8596,10732,12738,15069,xxx,xxx,<4h30
8495,6430,7640,8460,16100,18607,1860,3578,5347,7209,8995,11147,13085,15218,xxx,xxx,<4h30
8496,16667,7927,8174,16100,18574,1840,3622,5415,7445,9253,11388,13132,15243,xxx,xxx,<4h30
8497,6668,7674,8427,16100,18536,1783,3543,5345,7242,9050,11232,13161,15270,xxx,xxx,<4h30
8498,14003,7413,8689,16102,18005,1632,3265,5058,7023,8874,10922,13037,15288,xxx,xxx,<4h30
8499,15310,8072,8030,16102,20339,1865,3744,5657,7634,9515,11493,13375,15290,xxx,xxx,<4h30
8500,15582,7484,8619,16103,16193,1671,3439,5123,7019,8851,10956,12948,15225,xxx,xxx,<4h30
8501,14674,8150,7954,16103,19191,1929,3787,5704,7719,9603,11611,13440,15309,xxx,xxx,<4h30
8502,4110,7535,8568,16103,18685,1756,3439,5188,7099,8919,11103,13090,15251,xxx,xxx,<4h30
8503,7206,7877,8227,16104,19785,1858,3620,5434,7434,9266,11411,13203,15257,xxx,xxx,<4h30
8504,18956,7308,8796,16104,17989,1780,3461,5171,6929,8647,10575,12529,15028,xxx,xxx,<4h30
8505,8695,7710,8394,16104,17990,1765,3504,5267,7250,9166,11305,13244,15269,xxx,xxx,<4h30
8506,19855,8691,7414,16105,19776,1852,3495,5142,7415,10023,11831,13659,15437,xxx,xxx,<4h30
8507,16643,8083,8022,16105,18030,1923,3793,5646,7627,9533,11580,13428,15302,xxx,xxx,<4h30
8508,13447,7536,8570,16105,17342,1622,3320,5075,7081,8969,11112,13135,15250,xxx,xxx,<4h30
8509,13605,8142,7965,16106,19323,1942,3679,5506,7491,9505,11466,13253,15305,xxx,xxx,<4h30
8510,9392,7845,8263,16107,19355,1893,3676,5447,7376,9244,11340,13299,15255,xxx,xxx,<4h30
8511,8188,7845,8262,16107,19354,1893,3676,5447,7375,9244,11340,13299,15255,xxx,xxx,<4h30
8512,2817,6709,9400,16108,16170,1482,2954,4518,6301,8109,10403,12222,14484,xxx,xxx,<4h30
8513,10178,7902,8206,16108,20381,1893,3705,5562,7493,9333,11408,13286,15248,xxx,xxx,<4h30
8514,1565,7289,8820,16108,18580,1770,3396,5059,6879,8682,11079,13222,15369,xxx,xxx,<4h30
8515,4251,7673,8436,16108,19308,1854,3634,5397,7253,9097,11095,13022,15243,xxx,xxx,<4h30
8516,18951,7977,8131,16108,18109,1873,3824,5804,7571,9310,11288,13142,15232,xxx,xxx,<4h30
8517,8753,7648,8461,16109,17972,1747,3489,5264,7176,9061,11155,13029,15161,xxx,xxx,<4h30
8518,14719,7582,8527,16109,16288,1756,3480,5247,7168,9033,11155,13174,15189,xxx,xxx,<4h30
8519,3507,7595,8515,16109,17393,1696,3337,5077,7068,8999,11338,13363,15262,xxx,xxx,<4h30
8520,13391,7140,8969,16109,16763,1583,3185,4807,6689,8534,11144,13110,15279,xxx,xxx,<4h30
8521,15471,7059,9051,16110,17462,1603,3171,4798,6598,8544,10967,13173,15317,xxx,xxx,<4h30
8522,19280,7717,8394,16111,19757,1794,3535,5308,7282,9223,11331,13249,15298,xxx,xxx,<4h30
8523,4056,7472,8639,16111,18633,1796,3416,5150,7035,8855,10933,12933,15190,xxx,xxx,<4h30
8524,7302,7717,8394,16111,19757,1793,3535,5308,7283,9224,11331,13252,15299,xxx,xxx,<4h30
8525,11504,7952,8159,16111,18040,1840,3659,5465,7461,9349,11515,13380,15358,xxx,xxx,<4h30
8526,8647,7870,8243,16112,18096,1837,3654,5501,7423,9279,11447,13239,15264,xxx,xxx,<4h30
8527,20380,7852,8260,16112,19155,1782,3549,5346,7349,9510,11670,13343,15265,xxx,xxx,<4h30
8528,1592,7281,8831,16112,18560,1716,3370,5014,6886,8631,10585,12487,15034,xxx,xxx,<4h30
8529,13384,7952,8160,16112,18040,1840,3659,5465,7461,9349,11515,13380,15358,xxx,xxx,<4h30
8530,13463,7670,8442,16112,17393,1803,3558,5325,7244,9056,11248,13216,15253,xxx,xxx,<4h30
8531,4150,7926,8186,16112,18714,1873,3672,5491,7477,9351,11425,13322,15287,xxx,xxx,<4h30
8532,490,7571,8543,16113,17344,1684,3367,5163,7122,9044,11221,13195,15259,xxx,xxx,<4h30
8533,6228,7358,8755,16113,18093,1734,3388,5075,6930,8758,10897,13286,15271,xxx,xxx,<4h30
8534,4073,8176,7939,16114,18699,1967,3849,5829,7748,9610,11643,13510,15372,xxx,xxx,<4h30
8535,11002,7414,8700,16114,17401,1657,3292,4986,6959,8886,11003,13065,15168,xxx,xxx,<4h30
8536,6719,7819,8296,16115,18551,1790,3544,5351,7368,9269,11383,13258,15264,xxx,xxx,<4h30
8537,6664,7705,8411,16115,18596,1784,3524,5277,7254,9126,11172,13143,15249,xxx,xxx,<4h30
8538,10942,7556,8559,16115,17399,1676,3332,5092,7079,8959,11039,13157,15186,xxx,xxx,<4h30
8539,4143,7756,8359,16115,18654,1827,3582,5421,7327,9141,11218,13171,15251,xxx,xxx,<4h30
8540,14582,8166,7951,16117,19170,1922,3820,5730,7746,9589,11578,13434,15315,xxx,xxx,<4h30
8541,2868,7198,8920,16118,16210,1484,2950,4757,6760,8714,11376,13332,15360,xxx,xxx,<4h30
8542,14560,7830,8289,16118,19312,1894,3673,5444,7332,9264,11408,13238,15283,xxx,xxx,<4h30
8543,17138,7987,8131,16118,19266,1889,3689,5514,7526,9431,11525,13342,15329,xxx,xxx,<4h30
8544,4051,7497,8623,16119,18558,1660,3343,5082,7028,8953,11148,13052,15172,xxx,xxx,<4h30
8545,16501,7362,8757,16119,18067,1750,3454,5172,6976,8640,10709,12816,15185,xxx,xxx,<4h30
8546,16302,7231,8890,16120,17465,1716,3346,5008,6806,8589,10646,12660,14984,xxx,xxx,<4h30
8547,19326,7716,8405,16121,18718,1816,3554,5371,7299,9105,11125,13039,15219,xxx,xxx,<4h30
8548,16528,7884,8238,16121,18053,1890,3714,5505,7440,9322,11391,13296,15328,xxx,xxx,<4h30
8549,13880,7771,8350,16121,18690,1811,3574,5381,7300,9235,11420,13369,15299,xxx,xxx,<4h30
8550,11473,7647,8476,16122,17978,1766,3472,5211,7170,9095,11372,13299,15300,xxx,xxx,<4h30
8551,19851,7718,8405,16123,19757,1735,3519,5314,7268,9112,11286,13175,15314,xxx,xxx,<4h30
8552,11056,7384,8739,16123,17358,1675,3342,5047,6929,8771,10795,13085,15237,xxx,xxx,<4h30
8553,14168,8064,8059,16123,18712,1864,3621,5512,7572,9456,11545,13376,15310,xxx,xxx,<4h30
8554,3738,7261,8864,16124,17989,1704,3375,5045,6872,8611,10694,12710,15164,xxx,xxx,<4h30
8555,4265,7781,8344,16124,19201,1858,3670,5467,7354,9176,11257,13185,15223,xxx,xxx,<4h30
8556,14479,7853,8272,16124,19179,1850,3639,5470,7426,9358,11443,13379,15302,xxx,xxx,<4h30
8557,11262,7391,8734,16125,17978,1630,3286,5017,6965,8762,11213,13015,15178,xxx,xxx,<4h30
8558,14480,7853,8272,16125,19179,1851,3639,5470,7427,9358,11440,13381,15302,xxx,xxx,<4h30
8559,1487,7927,8198,16125,18636,1851,3646,5517,7480,9332,11365,13347,15317,xxx,xxx,<4h30
8560,6700,7578,8549,16126,18568,1726,3395,5090,7092,9002,11232,13206,15289,xxx,xxx,<4h30
8561,554,7917,8210,16126,19822,1932,3731,5538,7445,9339,11465,13430,15338,xxx,xxx,<4h30
8562,12326,7917,8209,16126,19822,1934,3731,5541,7450,9339,11465,13428,15338,xxx,xxx,<4h30
8563,4228,7954,8173,16126,19172,1732,3572,5423,7470,9372,11611,13435,15354,xxx,xxx,<4h30
8564,1339,7568,8559,16126,18567,1796,3499,5258,7143,8935,10901,12687,15043,xxx,xxx,<4h30
8565,6607,7919,8209,16127,19822,1933,3732,5540,7446,9341,11466,13447,15339,xxx,xxx,<4h30
8566,16353,7525,8602,16127,18000,1735,3400,5310,7121,9008,11261,13304,15303,xxx,xxx,<4h30
8567,16383,7525,8603,16127,18000,1736,3400,5211,7122,9008,11261,13304,15303,xxx,xxx,<4h30
8568,3309,7232,8896,16127,17459,1629,3216,4835,6787,8789,10970,13142,15344,xxx,xxx,<4h30
8569,8911,7918,8209,16127,19822,1933,3732,5539,7452,9340,11466,13447,15339,xxx,xxx,<4h30
8570,1774,7697,8432,16128,19264,1860,3622,5383,7273,9132,11128,13068,15262,xxx,xxx,<4h30
8571,16640,7097,9032,16128,18583,1605,3226,4860,6686,8589,10837,12858,15210,xxx,xxx,<4h30
8572,16324,7822,8306,16128,18119,1886,3657,5438,7398,9283,11387,13281,15277,xxx,xxx,<4h30
8573,13986,7981,8148,16128,19810,1844,3673,5499,7511,9392,11530,13378,15313,xxx,xxx,<4h30
8574,12150,7852,8277,16129,19169,1799,3568,5391,7391,9259,11454,13370,15299,xxx,xxx,<4h30
8575,11591,7871,8259,16129,19180,1777,3513,5299,7412,9293,11412,13211,15232,xxx,xxx,<4h30
8576,18618,7931,8198,16129,17465,1692,3427,5304,7410,9277,11663,13375,15304,xxx,xxx,<4h30
8577,4281,7676,8454,16129,19259,1796,3464,5177,7187,9054,11168,13074,15242,xxx,xxx,<4h30
8578,8968,8141,7989,16130,18738,1989,3890,5742,7678,9499,11513,13301,15306,xxx,xxx,<4h30
8579,1024,7800,8330,16130,18080,1841,3595,5370,7361,9244,11330,13210,15231,xxx,xxx,<4h30
8580,8394,8127,8003,16130,19272,1911,3724,5562,7498,9556,11607,13444,15318,xxx,xxx,<4h30
8581,6635,8141,7989,16130,18738,1989,3890,5726,7674,9500,11514,13302,15306,xxx,xxx,<4h30
8582,8929,8140,7991,16131,18738,1989,3890,5724,7674,9500,11514,13303,15307,xxx,xxx,<4h30
8583,3885,7752,8380,16131,18686,1776,3534,5372,7320,9250,11332,13221,15280,xxx,xxx,<4h30
8584,3053,7602,8530,16131,16338,1647,3534,5277,7178,9053,11122,13071,15225,xxx,xxx,<4h30
8585,19371,7944,8189,16132,18724,1888,3693,5500,7472,9354,11325,13317,15383,xxx,xxx,<4h30
8586,16012,7790,8343,16132,17442,1790,3538,5310,7361,9269,11410,13302,15288,xxx,xxx,<4h30
8587,6580,7493,8640,16133,18650,1799,3487,5200,7072,8892,11080,13139,15296,xxx,xxx,<4h30
8588,2141,7810,8323,16133,19956,1857,3602,5373,7335,9241,11361,13261,15254,xxx,xxx,<4h30
8589,11402,7508,8625,16133,18053,1680,3366,5132,7062,8994,11067,12951,15171,xxx,xxx,<4h30
8590,8449,7897,8237,16133,18624,1830,3549,5325,7399,9436,11875,13728,15342,xxx,xxx,<4h30
8591,9423,7973,8161,16133,19330,1883,3729,5565,7517,9428,11464,13300,15267,xxx,xxx,<4h30
8592,4226,7370,8765,16135,19284,1796,3426,5093,6943,8756,10818,12844,15186,xxx,xxx,<4h30
8593,16070,7043,9092,16135,17407,1546,3083,4646,6571,8408,10674,12670,15256,xxx,xxx,<4h30
8594,1875,7692,8443,16135,19378,1874,3620,5354,7262,9076,11253,13031,15246,xxx,xxx,<4h30
8595,1876,7647,8488,16135,19378,1872,3612,5352,7212,9027,11036,13032,15246,xxx,xxx,<4h30
8596,1486,7563,8572,16135,18678,1849,3543,5293,7133,8942,10906,12681,14740,xxx,xxx,<4h30
8597,9483,7507,8630,16136,19216,1779,3483,5219,7106,8877,10980,12910,15156,xxx,xxx,<4h30
8598,1525,7240,8897,16136,18592,1656,3289,4971,6831,8609,10793,12643,14883,xxx,xxx,<4h30
8599,7077,7465,8672,16136,16141,1574,3307,5101,7038,8869,10953,12937,15092,xxx,xxx,<4h30
8600,15382,7466,8671,16137,17439,1700,3376,5117,6980,8809,11034,12972,15202,xxx,xxx,<4h30
8601,12318,8021,8116,16137,19845,1966,3827,5631,7599,9446,11464,13299,15279,xxx,xxx,<4h30
8602,13382,7394,8743,16137,16244,1592,3252,4961,6925,8878,11148,13117,15281,xxx,xxx,<4h30
8603,5996,7466,8672,16138,17439,1701,3376,5117,6980,8809,11034,12973,15202,xxx,xxx,<4h30
8604,1721,7782,8357,16138,19256,1856,3624,5399,7362,9191,11283,13190,15266,xxx,xxx,<4h30
8605,8849,7357,8782,16138,18018,1740,3406,5096,6929,8759,11031,13128,15257,xxx,xxx,<4h30
8606,1423,7681,8458,16139,20371,1820,3626,5397,7264,9081,11218,13073,15250,xxx,xxx,<4h30
8607,11280,7807,8333,16139,18058,1787,3547,5332,7339,9228,11370,13328,15362,xxx,xxx,<4h30
8608,4306,7601,8538,16139,19241,1803,3532,5218,7158,9033,11174,13108,15264,xxx,xxx,<4h30
8609,14423,8045,8094,16139,19251,1910,3756,5650,7595,9510,11495,13342,15258,xxx,xxx,<4h30
8610,7367,7708,8432,16140,18026,1742,3489,5273,7268,9113,11249,13209,15251,xxx,xxx,<4h30
8611,1591,7700,8441,16140,17383,1687,3425,5237,7225,9232,11338,13255,15307,xxx,xxx,<4h30
8612,5645,7302,8839,16140,16328,1471,2956,4664,6804,8703,10874,12972,15261,xxx,xxx,<4h30
8613,8885,7699,8442,16140,17384,1686,3423,5225,7224,9232,11338,13258,15307,xxx,xxx,<4h30
8614,18876,7732,8409,16141,17383,1686,3424,5221,7234,9231,11339,13255,15307,xxx,xxx,<4h30
8615,20246,7733,8409,16141,17383,1687,3425,5226,7237,9233,11339,13259,15308,xxx,xxx,<4h30
8616,19965,7657,8487,16143,19789,1753,3492,5276,7231,9077,11214,13138,15263,xxx,xxx,<4h30
8617,11741,8032,8112,16143,18731,1944,3799,5621,7578,9478,11489,13440,15340,xxx,xxx,<4h30
8618,10268,7831,8312,16143,16166,1547,3525,5394,7399,9243,11305,13321,15269,xxx,xxx,<4h30
8619,1909,7953,8190,16143,19308,1891,3709,5539,7535,9367,11396,13380,15412,xxx,xxx,<4h30
8620,17481,8141,8003,16144,19845,1994,3887,5769,7743,9571,11603,13415,15351,xxx,xxx,<4h30
8621,13971,7791,8354,16144,17983,1746,3512,5319,7333,9234,11440,13297,15340,xxx,xxx,<4h30
8622,11606,7792,8353,16145,18702,1814,3534,5310,7344,9193,11282,13205,15273,xxx,xxx,<4h30
8623,12319,7948,8198,16145,19835,1922,3753,5582,7527,9367,11357,13217,15277,xxx,xxx,<4h30
8624,930,6730,9416,16145,17377,1467,2946,4533,6327,8072,10183,12197,14875,xxx,xxx,<4h30
8625,11623,8221,7926,16146,18729,1949,3865,5765,7739,9640,11682,13516,15342,xxx,xxx,<4h30
8626,5504,7169,8977,16146,16782,1375,2903,4579,6691,8668,10863,13005,15291,xxx,xxx,<4h30
8627,18400,7939,8207,16146,16805,1721,3418,5326,7411,9346,11460,13238,15253,xxx,xxx,<4h30
8628,11085,7868,8279,16146,17516,1804,3566,5338,7396,9292,11420,13386,15359,xxx,xxx,<4h30
8629,9199,8011,8135,16146,18735,1934,3739,5545,7568,9442,11482,13356,15308,xxx,xxx,<4h30
8630,4054,7494,8654,16147,18723,1751,3405,5139,6951,8825,10917,12978,15190,xxx,xxx,<4h30
8631,19685,7834,8313,16147,19176,1746,3541,5381,7389,9256,11486,13317,15296,xxx,xxx,<4h30
8632,8721,7623,8525,16147,18104,1779,3492,5248,7144,9168,11483,13419,15331,xxx,xxx,<4h30
8633,8506,7785,8363,16148,17404,1723,3421,5188,7201,9168,11395,13333,15357,xxx,xxx,<4h30
8634,17537,7900,8249,16149,19808,1826,3638,5500,7481,9354,11353,13250,15264,xxx,xxx,<4h30
8635,17062,7672,8478,16149,19299,1917,3708,5468,7281,9032,11016,13096,15294,xxx,xxx,<4h30
8636,1223,6873,9278,16150,17986,1502,3009,4550,6455,8237,10456,12700,15333,xxx,xxx,<4h30
8637,4448,7769,8383,16151,19196,1737,3517,5337,7342,9213,11367,13309,15366,xxx,xxx,<4h30
8638,12877,5878,10274,16151,16225,1396,2749,4112,5567,7216,9392,12591,15000,xxx,xxx,<4h30
8639,9482,8012,8139,16151,19264,1766,3565,5399,7593,9394,11441,13287,15353,xxx,xxx,<4h30
8640,14054,7936,8216,16151,18148,1723,3507,5474,7407,9345,11610,13346,15393,xxx,xxx,<4h30
8641,16254,7827,8325,16152,17415,1742,3440,5244,7319,9190,11268,13232,15312,xxx,xxx,<4h30
8642,9115,7880,8273,16153,18625,1805,3577,5388,7451,9333,11393,13251,15291,xxx,xxx,<4h30
8643,18853,6739,9414,16153,17394,1561,3097,4646,6325,8253,10531,12890,15126,xxx,xxx,<4h30
8644,5955,7317,8837,16153,17416,1650,3302,5020,6887,8728,10899,12942,15242,xxx,xxx,<4h30
8645,13328,7645,8509,16153,16840,1759,3540,5283,7206,9135,11415,13264,15309,xxx,xxx,<4h30
8646,8838,7371,8783,16154,17992,1664,3383,5100,6956,8703,10752,13078,15163,xxx,xxx,<4h30
8647,19419,7544,8611,16154,18661,1749,3422,5158,7106,8985,11220,13128,15280,xxx,xxx,<4h30
8648,6968,7568,8588,16155,19200,1714,3383,5133,7107,9020,11232,13219,15324,xxx,xxx,<4h30
8649,12138,8105,8051,16156,19186,1854,3686,5582,7643,9532,11628,13487,15371,xxx,xxx,<4h30
8650,14296,7346,8812,16157,18634,1759,3394,5078,6919,8770,10886,12856,15155,xxx,xxx,<4h30
8651,16113,7153,9005,16158,17401,1598,3152,4766,6730,8814,11026,13134,15320,xxx,xxx,<4h30
8652,13520,7534,8626,16159,17993,1699,3358,5119,7112,8908,11056,13025,15256,xxx,xxx,<4h30
8653,8935,8088,8072,16159,18155,1857,3742,5664,7634,9511,11544,13419,15350,xxx,xxx,<4h30
8654,13150,6553,9607,16159,16806,1429,2894,4392,6044,8432,11027,13119,15437,xxx,xxx,<4h30
8655,2072,7986,8174,16160,19799,1808,3642,5507,7515,9426,11607,13536,15394,xxx,xxx,<4h30
8656,9450,7810,8351,16160,19190,1769,3537,5356,7357,9347,11564,13442,15396,xxx,xxx,<4h30
8657,12171,7821,8341,16161,19874,1908,3657,5464,7393,9327,11409,13344,15335,xxx,xxx,<4h30
8658,13492,7899,8263,16161,17426,1777,3537,5421,7435,9350,11447,13394,15353,xxx,xxx,<4h30
8659,19807,8156,8005,16161,19193,1907,3775,5699,7706,9650,11663,13541,15386,xxx,xxx,<4h30
8660,14550,7980,8182,16162,19243,1871,3674,5531,7544,9429,11572,13430,15378,xxx,xxx,<4h30
8661,8666,7346,8816,16162,18091,1692,3345,5027,6924,8860,11085,13142,15366,xxx,xxx,<4h30
8663,1758,8221,7942,16162,19401,1904,3738,5637,7742,9609,11672,13499,15408,xxx,xxx,<4h30
8664,8480,7311,8851,16162,17398,1626,3292,5060,6889,8782,11106,13505,15407,xxx,xxx,<4h30
8665,12083,7866,8298,16163,19307,1878,3640,5432,7395,9314,11441,13341,15323,xxx,xxx,<4h30
8666,13974,8073,8092,16164,18067,1925,3781,5656,7637,9540,11678,13554,15405,xxx,xxx,<4h30
8667,17568,7793,8372,16164,19923,1912,3661,5440,7361,9207,11327,13161,15242,xxx,xxx,<4h30
8668,6723,7895,8269,16164,19312,1880,3713,5498,7445,9296,11413,13303,15339,xxx,xxx,<4h30
8669,17141,7794,8372,16165,19924,1912,3661,5441,7371,9207,11327,13158,15237,xxx,xxx,<4h30
8670,14019,7908,8257,16165,18137,1830,3616,5459,7416,9378,11564,13506,15335,xxx,xxx,<4h30
8671,18881,7347,8820,16166,18131,1707,3388,5090,6953,8725,10784,13043,15062,xxx,xxx,<4h30
8672,13792,7677,8490,16167,18060,1725,3432,5206,7209,9140,11331,13277,15288,xxx,xxx,<4h30
8673,4722,8037,8131,16168,20485,1930,3722,5557,7599,9505,11487,13313,15320,xxx,xxx,<4h30
8674,9469,8055,8113,16168,19331,1877,3706,5534,7509,9493,11497,13432,15367,xxx,xxx,<4h30
8675,19056,7797,8371,16168,18102,1766,3477,5310,7320,9162,11347,13300,15327,xxx,xxx,<4h30
8676,12085,7916,8252,16168,19403,1835,3708,5590,7494,9328,11407,13269,15282,xxx,xxx,<4h30
8677,10971,7792,8378,16169,17406,1878,3680,5470,7376,9207,11295,13218,15302,xxx,xxx,<4h30
8678,931,7489,8681,16170,17490,1823,3465,5125,7037,8859,10961,12900,15241,xxx,xxx,<4h30
8679,11638,8060,8111,16170,18613,1900,3756,5593,7624,9546,11524,13372,15371,xxx,xxx,<4h30
8680,964,7553,8617,16170,18001,1648,3351,5090,7082,8983,11187,13216,15376,xxx,xxx,<4h30
8681,11484,7583,8587,16170,18031,1741,3576,5357,7171,8992,11175,13146,15305,xxx,xxx,<4h30
8682,10926,8048,8124,16171,18086,1744,3548,5383,7520,9560,11691,13505,15399,xxx,xxx,<4h30
8683,18651,7770,8402,16171,17466,1845,3630,5439,7364,9188,11343,13223,15424,xxx,xxx,<4h30
8684,19521,7976,8196,16171,19314,1869,3678,5514,7439,9390,11571,13559,15391,xxx,xxx,<4h30
8685,8626,7831,8341,16171,17426,1863,3713,5507,7392,9264,11400,13284,15269,xxx,xxx,<4h30
8686,9141,7882,8289,16171,18681,1924,3712,5500,7439,9338,11476,13371,15333,xxx,xxx,<4h30
8687,10752,7314,8858,16172,16300,1525,3102,4740,6851,8705,10904,13108,15380,xxx,xxx,<4h30
8688,13732,7338,8834,16172,18017,1686,3350,5084,6939,8852,10942,13051,15317,xxx,xxx,<4h30
8689,8769,7303,8869,16172,18024,1683,3328,5035,6885,8704,10910,12918,15224,xxx,xxx,<4h30
8690,19084,7976,8196,16172,19315,1869,3677,5511,7436,9390,11569,13560,15391,xxx,xxx,<4h30
8691,4561,8104,8069,16172,19913,1969,3809,5675,7680,9561,11570,13382,15360,xxx,xxx,<4h30
8692,12350,7982,8191,16172,19835,1935,3785,5691,7518,9440,11496,13313,15329,xxx,xxx,<4h30
8693,13839,7514,8658,16172,18026,1736,3410,5129,7074,8981,11151,13100,15237,xxx,xxx,<4h30
8694,11229,7835,8338,16172,18002,1833,3565,5242,7232,9395,11484,13286,15419,xxx,xxx,<4h30
8695,1081,7901,8271,16172,18022,1834,3642,5490,7452,9315,11447,13229,15283,xxx,xxx,<4h30
8696,4390,7926,8247,16173,19207,1731,3561,5472,7479,9321,11441,13417,15392,xxx,xxx,<4h30
8697,6251,7418,8756,16173,18068,1723,3400,5107,7000,8871,11130,13202,15404,xxx,xxx,<4h30
8698,16005,7947,8228,16174,18020,1819,3662,5513,7484,9424,11602,13494,15385,xxx,xxx,<4h30
8699,14050,7593,8582,16174,18039,1726,3407,5171,7126,9004,11179,13168,15356,xxx,xxx,<4h30
8700,4187,7800,8375,16174,19351,1903,3617,5358,7336,9236,11403,13367,15475,xxx,xxx,<4h30
8701,2939,6414,9760,16174,16314,1446,2861,4293,6067,7699,10221,12939,15362,xxx,xxx,<4h30
8702,16409,8107,8068,16174,18158,1912,3835,5662,7667,9593,11632,13444,15349,xxx,xxx,<4h30
8703,2034,7791,8383,16174,19925,1880,3646,5433,7339,9225,11306,13217,15301,xxx,xxx,<4h30
8704,1954,7616,8560,16175,19930,1824,3558,5296,7163,9010,10959,12827,15194,xxx,xxx,<4h30
8705,11865,7952,8224,16176,19243,1815,3570,5378,7479,9446,11602,13570,15437,xxx,xxx,<4h30
8706,15780,7586,8590,16176,16333,1635,3268,4934,7129,9051,11285,13090,15293,xxx,xxx,<4h30
8707,19703,7894,8283,16176,19279,1851,3643,5484,7449,9337,11459,13376,15364,xxx,xxx,<4h30
8708,789,7015,9161,16176,17418,1619,3217,4855,6599,8412,10629,12624,15189,xxx,xxx,<4h30
8709,9147,8376,7801,16177,18742,2014,4007,5987,7939,9858,11791,13618,15437,xxx,xxx,<4h30
8710,20324,7732,8446,16178,18686,1817,3569,5347,7276,9133,11216,13063,15268,xxx,xxx,<4h30
8711,9903,7932,8247,16178,20001,1923,3711,5475,7492,9339,11428,13319,15410,xxx,xxx,<4h30
8712,13878,7800,8379,16179,18175,1717,3461,5315,7369,9304,11434,13368,15391,xxx,xxx,<4h30
8713,16473,7579,8601,16179,18185,1819,3581,5336,7174,8969,10984,12966,15299,xxx,xxx,<4h30
8714,14597,7875,8306,16180,19356,1892,3687,5524,7446,9391,11572,13468,15394,xxx,xxx,<4h30
8715,14660,7920,8261,16181,19237,1866,3717,5550,7466,9368,11515,13381,15396,xxx,xxx,<4h30
8716,18412,7619,8563,16181,16307,1773,3495,5250,7188,8984,11160,13432,15384,xxx,xxx,<4h30
8717,12295,7862,8320,16181,19870,1839,3658,5431,7423,9249,11440,13357,15331,xxx,xxx,<4h30
8718,6395,7362,8820,16182,18019,1662,3345,5068,6942,8754,10990,13164,15361,xxx,xxx,<4h30
8719,6404,7535,8647,16182,18701,1632,3240,5040,7081,8979,11190,13272,15329,xxx,xxx,<4h30
8720,11133,7382,8802,16183,17418,1654,3327,5024,6901,8778,10927,12963,15277,xxx,xxx,<4h30
8721,18882,7548,8635,16183,18111,1739,3465,5216,7159,8918,10891,12848,15307,xxx,xxx,<4h30
8722,1634,7925,8259,16183,19276,1875,3696,5530,7493,9529,11670,13499,15380,xxx,xxx,<4h30
8723,19878,7979,8206,16184,19902,1952,3743,5570,7525,9419,11527,13393,15385,xxx,xxx,<4h30
8724,6277,7454,8731,16185,18104,1660,3320,5070,7053,8854,10845,12749,15253,xxx,xxx,<4h30
8725,6008,7511,8675,16185,17449,1750,3531,5292,7120,8851,10743,12585,14716,xxx,xxx,<4h30
8726,3730,7685,8500,16185,18052,1806,3500,5262,7202,9177,11386,13414,15371,xxx,xxx,<4h30
8727,8600,7875,8311,16185,17511,1946,3659,5444,7427,9300,11336,13218,15302,xxx,xxx,<4h30
8728,19898,8086,8100,16185,19859,1816,3678,5560,7636,9482,11514,13322,15348,xxx,xxx,<4h30
8729,9309,7878,8308,16185,19223,1783,3595,5365,7368,9224,11435,13241,15264,xxx,xxx,<4h30
8730,16427,7379,8809,16187,18047,1692,3364,5079,6941,8839,11041,13098,15238,xxx,xxx,<4h30
8731,14996,8018,8169,16187,19828,1819,3640,5488,7542,9453,11666,13497,15419,xxx,xxx,<4h30
8732,16639,7800,8387,16187,18114,1837,3572,5328,7249,9155,11032,13064,15175,xxx,xxx,<4h30
8733,6921,7177,9010,16187,19388,1640,3307,4923,6755,8572,10900,13150,15391,xxx,xxx,<4h30
8734,4149,7366,8822,16188,18674,1776,3431,5120,6970,8717,10716,12838,15163,xxx,xxx,<4h30
8735,14061,7296,8892,16188,18107,1709,3391,5029,6875,8763,11035,13130,15339,xxx,xxx,<4h30
8736,13718,7920,8269,16188,18051,1857,3642,5446,7473,9376,11529,13388,15360,xxx,xxx,<4h30
8737,18261,7718,8472,16189,16307,1748,3511,5316,7271,9183,11332,13257,15311,xxx,xxx,<4h30
