,bib_number,half_1st,half_second,time_total_netto,time_total_brutto,5km,10km,15km,20km,25km,30km,35km,40km,last_name,first_name,grade_time
259,20181,5369,5396,10765,10829,1311,2550,3771,5084,6349,7725,8962,10243,xxx,xxx,<3h
260,7879,5221,5545,10765,10767,1204,2427,3635,4934,6199,7537,8806,10203,xxx,xxx,<3h
261,7910,5255,5511,10765,10782,1200,2399,3617,4971,6217,7596,8871,10199,xxx,xxx,<3h
262,7884,5474,5294,10767,10806,1314,2586,3848,5183,6454,7786,9015,10238,xxx,xxx,<3h
263,7682,5331,5437,10767,10815,1326,2446,3615,5043,6205,7549,8941,10207,xxx,xxx,<3h
264,7891,5313,5457,10770,10776,1248,2472,3700,5024,6284,7651,8906,10218,xxx,xxx,<3h
265,8015,5326,5446,10771,11424,1271,2527,3778,5049,6282,7600,8868,10196,xxx,xxx,<3h
266,68,5108,5665,10772,10774,1154,2321,3518,4830,6044,7484,8837,10198,xxx,xxx,<3h
267,15394,5523,5249,10772,10823,1343,2618,3908,5242,6506,7835,9054,10247,xxx,xxx,<3h
268,7713,5232,5542,10774,10784,1239,2447,3663,4955,6187,7517,8778,10154,xxx,xxx,<3h
269,1468,5346,5433,10778,10843,1314,2537,3770,5077,6276,7598,8850,10167,xxx,xxx,<3h
270,7792,4943,5837,10780,10787,1180,2305,3453,4684,5844,7359,8691,10252,xxx,xxx,<3h
271,20200,5463,5323,10786,10846,1326,2554,3812,5180,6409,7778,8975,10232,xxx,xxx,<3h
272,2757,5462,5325,10786,10839,1315,2572,3849,5180,6430,7728,8968,10258,xxx,xxx,<3h
273,13001,5328,5459,10786,10839,1312,2526,3757,5052,6266,7604,8935,10258,xxx,xxx,<3h
274,10505,5091,5697,10788,10804,1154,2324,3514,4805,6125,7524,8824,10221,xxx,xxx,<3h
275,12887,5372,5418,10790,10791,1272,2531,3796,5084,6347,7670,8941,10228,xxx,xxx,<3h
276,12978,5439,5352,10791,10826,1320,2577,3846,5169,6419,7741,8945,10235,xxx,xxx,<3h
277,10310,5290,5506,10795,10797,1224,2444,3687,5006,6266,7619,8888,10219,xxx,xxx,<3h
278,7848,5488,5308,10795,10829,1320,2605,3869,5208,6449,7821,9021,10271,xxx,xxx,<3h
279,5292,5133,5666,10799,10804,1200,2356,3565,4852,6100,7490,8794,10189,xxx,xxx,<3h
280,296,5301,5498,10799,10811,1229,2442,3686,5029,6263,7630,8878,10213,xxx,xxx,<3h
281,7824,5405,5396,10800,10828,1280,2517,3767,5117,6385,7744,8982,10265,xxx,xxx,<3h
282,7740,5210,5591,10801,10833,1218,2395,3601,4929,6137,7572,8811,10173,xxx,xxx,<3h30
283,7976,5357,5446,10802,10810,1266,2508,3749,5076,6332,7675,8913,10241,xxx,xxx,<3h30
284,10395,5447,5362,10809,10826,1266,2511,3780,5099,6427,7761,9008,10287,xxx,xxx,<3h30
285,10464,5410,5399,10809,10809,1226,2497,3787,5128,6379,7733,8962,10254,xxx,xxx,<3h30
286,7899,5503,5314,10816,10823,1247,2507,3815,5214,6465,7815,9026,10298,xxx,xxx,<3h30
287,2837,5330,5486,10816,10914,1309,2518,3754,5048,6305,7667,8921,10238,xxx,xxx,<3h30
288,5260,5158,5659,10817,10822,1202,2385,3581,4869,6132,7490,8791,10158,xxx,xxx,<3h30
289,5430,5421,5399,10820,10823,1320,2577,3836,5144,6381,7709,8970,10261,xxx,xxx,<3h30
290,83,5264,5559,10823,10847,1191,2410,3673,4975,6263,7675,8960,10244,xxx,xxx,<3h30
291,2615,5220,5607,10827,10830,1205,2396,3619,4935,6193,7556,8838,10228,xxx,xxx,<3h30
292,5432,5271,5561,10831,10837,1215,2434,3680,4999,6226,7541,8873,10257,xxx,xxx,<3h30
293,20202,5416,5417,10833,10851,1277,2533,3802,5134,6370,7734,8935,10262,xxx,xxx,<3h30
294,10428,5312,5522,10833,10835,1232,2454,3695,5029,6278,7642,8906,10251,xxx,xxx,<3h30
295,15639,5214,5627,10841,10849,1186,2364,3596,4924,6199,7563,8895,10303,xxx,xxx,<3h30
296,7911,5426,5419,10844,10865,1256,2513,3784,5133,6418,7811,9038,10332,xxx,xxx,<3h30
297,5265,4912,5935,10846,10872,1160,2284,3425,4642,5898,7447,8781,10211,xxx,xxx,<3h30
298,10447,5381,5467,10847,10853,1226,2455,3711,5076,6382,7752,9042,10320,xxx,xxx,<3h30
299,10543,5386,5473,10858,10870,1269,2494,3728,5096,6373,7777,9026,10322,xxx,xxx,<3h30
300,20178,5018,5845,10862,10880,1170,2311,3476,4744,5954,7336,8769,10231,xxx,xxx,<3h30
301,7693,5311,5555,10865,10873,1233,2442,3665,5016,6288,7714,9001,10325,xxx,xxx,<3h30
302,10516,5528,5339,10866,10870,1310,2587,3889,5250,6512,7839,9051,10327,xxx,xxx,<3h30
303,870,5313,5565,10878,10973,1256,2457,3711,5039,6272,7640,8914,10297,xxx,xxx,<3h30
304,78,5093,5788,10880,10883,1123,2257,3466,4811,6083,7517,8893,10277,xxx,xxx,<3h30
305,7914,5251,5636,10886,10892,1201,2392,3616,4951,6266,7660,8982,10317,xxx,xxx,<3h30
306,7854,5455,5431,10886,10897,1304,2572,3844,5176,6431,7784,9037,10333,xxx,xxx,<3h30
307,5373,5350,5541,10890,10918,1288,2502,3743,5063,6333,7685,8959,10296,xxx,xxx,<3h30
308,1009,5434,5460,10894,10988,1326,2602,3862,5160,6387,7701,8959,10325,xxx,xxx,<3h30
309,7806,5327,5575,10901,10908,1238,2454,3702,5047,6302,7684,8912,10310,xxx,xxx,<3h30
310,7773,5254,5650,10903,10903,1158,2367,3641,4961,6268,7675,8984,10334,xxx,xxx,<3h30
311,84,5072,5839,10910,10935,1140,2289,3460,4778,6074,7486,8865,10297,xxx,xxx,<3h30
312,7754,5475,5437,10911,10977,1316,2553,3817,5185,6443,7820,9047,10331,xxx,xxx,<3h30
313,7701,5206,5715,10920,10925,1215,2401,3598,4921,6164,7601,8876,10284,xxx,xxx,<3h30
314,5384,5240,5687,10926,10943,1227,2399,3591,4944,6249,7703,8997,10346,xxx,xxx,<3h30
315,7712,5338,5602,10940,10967,1181,2339,3552,5012,6333,7805,9067,10390,xxx,xxx,<3h30
316,5398,5222,5727,10949,11020,1249,2437,3643,4942,6190,7540,8865,10317,xxx,xxx,<3h30
317,606,5490,5466,10956,10991,1270,2532,3819,5200,6473,7880,9103,10415,xxx,xxx,<3h30
318,7852,5301,5658,10959,10960,1147,2361,3615,4999,6335,7765,9094,10411,xxx,xxx,<3h30
319,5350,5101,5861,10962,10964,1184,2356,3549,4836,6088,7494,8824,10309,xxx,xxx,<3h30
320,7789,5140,5823,10962,10996,1189,2350,3563,4866,6107,7632,8928,10324,xxx,xxx,<3h30
321,7970,5416,5549,10964,11020,1288,2524,3780,5118,6401,7784,9040,10382,xxx,xxx,<3h30
322,5410,5416,5562,10977,10994,1238,2489,3758,5130,6442,7751,9026,10366,xxx,xxx,<3h30
323,116,5177,5820,10996,11026,1232,2404,3597,4895,6120,7483,8844,10360,xxx,xxx,<3h30
324,5450,5463,5536,10998,11107,1321,2583,3848,5176,6435,7807,9082,10427,xxx,xxx,<3h30
325,2821,5346,5655,11000,11007,1224,2454,3711,5061,6318,7720,8986,10386,xxx,xxx,<3h30
326,2623,5436,5567,11003,11023,1322,2570,3824,5154,6422,7770,9013,10389,xxx,xxx,<3h30
327,2582,5334,5669,11003,11025,1240,2446,3676,5038,6309,7667,8931,10368,xxx,xxx,<3h30
328,10294,5518,5488,11005,11058,1352,2619,3884,5232,6504,7858,9119,10424,xxx,xxx,<3h30
329,7940,5173,5849,11021,11044,1235,2426,3627,4897,6115,7559,8890,10398,xxx,xxx,<3h30
330,2585,5165,5865,11029,11037,1203,2387,3587,4884,6142,7534,8877,10360,xxx,xxx,<3h30
331,7714,5378,5655,11033,11052,1282,2525,3771,5095,6342,7682,8980,10393,xxx,xxx,<3h30
332,7722,5222,5813,11034,11052,1179,2370,3589,4932,6215,7619,8935,10418,xxx,xxx,<3h30
333,13108,5496,5542,11038,11045,1256,2533,3811,5212,6453,7842,9099,10471,xxx,xxx,<3h30
334,10448,5484,5557,11040,11048,1270,2533,3819,5194,6481,7877,9157,10475,xxx,xxx,<3h30
335,5307,5154,5890,11043,11056,1216,2364,3555,4867,6150,7627,8961,10434,xxx,xxx,<3h30
336,5310,5091,5953,11044,11049,1134,2297,3472,4799,6122,7525,8881,10417,xxx,xxx,<3h30
337,5293,5472,5572,11044,11106,1314,2554,3815,5183,6450,7848,9103,10466,xxx,xxx,<3h30
338,7920,5169,5877,11045,11047,1208,2396,3601,4901,6125,7485,8794,10342,xxx,xxx,<3h30
339,12850,5486,5559,11045,11089,1321,2579,3853,5205,6481,7857,9123,10482,xxx,xxx,<3h30
340,2819,5062,5984,11046,11102,1214,2347,3498,4771,6056,7644,9011,10453,xxx,xxx,<3h30
341,2741,5300,5750,11050,11055,1184,2366,3603,5000,6300,7752,9043,10434,xxx,xxx,<3h30
342,10257,5429,5622,11050,11085,1289,2531,3782,5139,6408,7799,9056,10443,xxx,xxx,<3h30
343,2793,4626,6428,11053,11054,1013,2064,3148,4357,5817,7240,8733,10344,xxx,xxx,<3h30
344,2688,5328,5735,11063,11084,1222,2468,3716,5037,6294,7656,8973,10411,xxx,xxx,<3h30
345,18207,5441,5624,11065,11115,1241,2456,3755,5158,6490,7874,9137,10491,xxx,xxx,<3h30
346,7697,5309,5759,11067,11101,1254,2456,3672,5012,6299,7726,9051,10455,xxx,xxx,<3h30
347,7707,5592,5477,11068,11087,1351,2641,3939,5305,6580,7938,9221,10519,xxx,xxx,<3h30
348,10495,5592,5477,11068,11087,1352,2641,3939,5304,6579,7937,9221,10519,xxx,xxx,<3h30
349,5286,5289,5780,11068,11108,1308,2539,3759,5017,6221,7562,9022,10453,xxx,xxx,<3h30
350,5429,5363,5707,11070,11097,1288,2521,3767,5075,6381,7768,9104,10481,xxx,xxx,<3h30
351,216,5691,5389,11079,11137,1386,2701,4033,5416,6685,8028,9261,10527,xxx,xxx,<3h30
352,2699,5013,6067,11080,11104,1199,2321,3485,4746,5982,7465,8891,10411,xxx,xxx,<3h30
353,2797,5352,5729,11080,11110,1278,2511,3765,5075,6330,7696,8984,10415,xxx,xxx,<3h30
354,5381,5417,5671,11087,11092,1226,2464,3736,5126,6412,7831,9140,10505,xxx,xxx,<3h30
355,12884,5490,5597,11087,11104,1303,2562,3836,5200,6505,7885,9128,10475,xxx,xxx,<3h30
356,5408,5247,5842,11088,11105,1244,2431,3641,4960,6233,7709,9048,10480,xxx,xxx,<3h30
357,7724,5346,5749,11094,11113,1212,2433,3682,5062,6320,7751,9032,10466,xxx,xxx,<3h30
358,12960,5329,5769,11097,11121,1262,2488,3714,5043,6301,7725,9083,10501,xxx,xxx,<3h30
359,2676,5701,5397,11098,11155,1409,2736,4043,5418,6693,8010,9237,10539,xxx,xxx,<3h30
360,7769,5226,5875,11101,11111,1223,2438,3658,4954,6193,7611,8925,10443,xxx,xxx,<3h30
361,20166,5408,5701,11108,11152,1300,2553,3795,5123,6381,7743,9026,10484,xxx,xxx,<3h30
362,20165,5408,5701,11109,11152,1299,2552,3795,5123,6380,7742,9024,10315,xxx,xxx,<3h30
363,5172,5159,5954,11112,11121,1243,2406,3597,4876,6130,7744,9086,10489,xxx,xxx,<3h30
364,5312,5740,5375,11114,11128,1369,2718,4085,5454,6770,8115,9419,10540,xxx,xxx,<3h30
365,2759,5373,5743,11115,11116,1243,2490,3738,5062,6412,7877,9172,10550,xxx,xxx,<3h30
367,13008,5593,5526,11118,11197,1383,2664,3943,5304,6577,7932,9207,10567,xxx,xxx,<3h30
368,3150,5514,5605,11119,11264,1324,2575,3849,5195,6470,7864,9089,10535,xxx,xxx,<3h30
369,10342,5474,5654,11127,11134,1256,2535,3808,5184,6471,7828,9099,10511,xxx,xxx,<3h30
370,10474,5565,5566,11131,11140,1284,2583,3847,5259,6566,7987,9227,10567,xxx,xxx,<3h30
371,10252,5389,5744,11132,11145,1235,2464,3722,5095,6398,7808,9124,10524,xxx,xxx,<3h30
372,7946,5378,5756,11133,11188,1291,2516,3757,5088,6390,7810,9146,10486,xxx,xxx,<3h30
373,15561,5559,5577,11136,11145,1299,2594,3896,5272,6570,7976,9247,10601,xxx,xxx,<3h30
374,5362,5044,6096,11139,11157,1067,2193,3373,4746,6030,7525,8900,10422,xxx,xxx,<3h30
375,322,5502,5638,11139,11789,1278,2533,3821,5223,6480,7857,9154,10561,xxx,xxx,<3h30
376,103,5163,5979,11141,11159,1221,2399,3595,4884,6101,7439,8817,10355,xxx,xxx,<3h30
377,5149,5369,5773,11142,11145,1251,2479,3730,5076,6352,7753,9103,10526,xxx,xxx,<3h30
378,2666,5312,5833,11144,11174,1253,2461,3687,5023,6295,7696,8996,10511,xxx,xxx,<3h30
379,15647,5371,5775,11145,11184,1267,2508,3764,5096,6321,7683,8995,10470,xxx,xxx,<3h30
380,8306,5549,5600,11148,11815,1297,2598,3899,5256,6572,7988,9218,10598,xxx,xxx,<3h30
381,10509,5456,5692,11148,11153,1249,2497,3778,5169,6447,7870,9152,10545,xxx,xxx,<3h30
382,7944,5419,5730,11149,11162,1260,2514,3760,5121,6368,7726,9050,10563,xxx,xxx,<3h30
383,10259,5383,5771,11153,11200,1284,2535,3773,5097,6341,7704,9005,10498,xxx,xxx,<3h30
384,5190,5216,5937,11153,11157,1147,2312,3537,4907,6196,7660,8942,10519,xxx,xxx,<3h30
385,18212,5439,5719,11157,11200,1274,2505,3766,5129,6428,7797,9112,10563,xxx,xxx,<3h30
386,15427,5495,5665,11159,11164,1276,2544,3837,5211,6487,7938,9200,10545,xxx,xxx,<3h30
387,10567,5645,5518,11163,11816,1330,2668,4003,5352,6659,8041,9338,10618,xxx,xxx,<3h30
388,12845,5567,5598,11165,11207,1342,2630,3926,5285,6585,7995,9290,10593,xxx,xxx,<3h30
389,7738,5685,5481,11165,11209,1356,2653,3962,5385,6670,8070,9269,10587,xxx,xxx,<3h30
390,163,5649,5519,11168,11238,1366,2671,3977,5361,6655,8020,9270,10601,xxx,xxx,<3h30
391,165,5803,5367,11169,11184,1437,2790,4137,5520,6794,8158,9352,10618,xxx,xxx,<3h30
392,129,5179,5992,11170,11170,1104,2237,3437,4883,6204,7656,9011,10521,xxx,xxx,<3h30
393,18239,5335,5837,11171,11174,1172,2337,3570,5032,6359,7826,9132,10563,xxx,xxx,<3h30
394,10407,5315,5859,11174,11189,1235,2455,3703,5027,6316,7711,9022,10527,xxx,xxx,<3h30
395,2567,5757,5421,11178,11232,1368,2708,4071,5465,6786,8175,9402,10656,xxx,xxx,<3h30
396,7973,5502,5678,11179,11241,1300,2560,3832,5198,6499,7900,9199,10603,xxx,xxx,<3h30
397,7739,5449,5731,11180,11191,1259,2476,3771,5131,6452,7916,9229,10600,xxx,xxx,<3h30
398,2680,5641,5540,11181,11254,1382,2672,3960,5351,6638,8031,9275,10611,xxx,xxx,<3h30
399,2809,5357,5827,11184,11186,1230,2450,3695,5059,6351,7768,9154,10549,xxx,xxx,<3h30
400,5352,5392,5796,11188,11210,1277,2521,3788,5113,6386,7788,9166,10572,xxx,xxx,<3h30
401,5392,5066,6126,11191,11196,1208,2372,3533,4791,6005,7449,8941,10500,xxx,xxx,<3h30
402,5296,5251,5941,11192,11195,1166,2350,3568,4921,6345,7826,9180,10654,xxx,xxx,<3h30
403,7729,5444,5754,11198,11212,1237,2480,3764,5147,6468,7926,9220,10603,xxx,xxx,<3h30
404,7823,5454,5745,11199,11207,1260,2524,3800,5167,6444,7836,9159,10559,xxx,xxx,<3h30
405,5290,5588,5617,11204,11256,1346,2597,3877,5284,6605,7984,9216,10594,xxx,xxx,<3h30
406,5137,5452,5753,11205,11210,1268,2516,3767,5126,6421,7730,9138,10583,xxx,xxx,<3h30
407,7818,5499,5710,11209,11213,1259,2507,3815,5202,6486,7934,9242,10639,xxx,xxx,<3h30
408,174,5421,5789,11210,11240,1276,2530,3772,5134,6416,7862,9190,10587,xxx,xxx,<3h30
409,5433,5298,5914,11211,11215,1224,2435,3665,5016,6267,7671,8997,10541,xxx,xxx,<3h30
410,2684,5635,5577,11211,11243,1350,2623,3914,5333,6677,8072,9300,10616,xxx,xxx,<3h30
411,20193,5717,5496,11212,11287,1404,2738,4048,5417,6714,8089,9356,10651,xxx,xxx,<3h30
412,15389,5647,5567,11213,11262,1362,2656,3962,5346,6648,8014,9294,10623,xxx,xxx,<3h30
413,12828,5364,5849,11213,11215,1224,2458,3708,5070,6387,7822,9159,10583,xxx,xxx,<3h30
414,12885,5570,5644,11214,11257,1316,2611,3893,5301,6563,7954,9203,10600,xxx,xxx,<3h30
415,2691,5583,5634,11217,11247,1315,2585,3881,5287,6582,8022,9309,10654,xxx,xxx,<3h30
416,15381,5711,5508,11219,11263,1356,2681,4003,5410,6704,8097,9344,10647,xxx,xxx,<3h30
417,2596,5357,5862,11219,11279,1279,2511,3748,5083,6351,7771,9079,10558,xxx,xxx,<3h30
418,18192,5592,5628,11220,11249,1335,2636,3933,5298,6589,8002,9339,10664,xxx,xxx,<3h30
419,10444,5787,5436,11223,11276,1440,2804,4139,5494,6785,8117,9385,10671,xxx,xxx,<3h30
420,10303,5704,5524,11228,11312,1336,2644,3961,5408,6704,8108,9328,10648,xxx,xxx,<3h30
421,2846,5228,6002,11229,11243,1232,2420,3644,4950,6202,7602,8900,10478,xxx,xxx,<3h30
422,325,5490,5741,11230,11339,1332,2574,3833,5192,6520,7954,9266,10622,xxx,xxx,<3h30
423,12876,5567,5664,11231,11238,1343,2646,3936,5282,6535,7877,9175,10600,xxx,xxx,<3h30
424,10491,5488,5744,11231,11275,1336,2596,3856,5205,6483,7886,9185,10644,xxx,xxx,<3h30
425,2953,5601,5635,11235,11336,1335,2604,3922,5307,6562,7979,9255,10643,xxx,xxx,<3h30
426,3117,5440,5796,11236,11385,1330,2584,3832,5154,6440,7853,9188,10615,xxx,xxx,<3h30
427,3108,5590,5647,11236,11356,1310,2585,3902,5299,6596,8017,9255,10629,xxx,xxx,<3h30
428,7700,5698,5540,11237,11244,1304,2605,3984,5395,6735,8139,9401,10688,xxx,xxx,<3h30
429,303,5519,5718,11237,11256,1279,2539,3824,5218,6535,7965,9267,10628,xxx,xxx,<3h30
430,141,5471,5768,11239,11304,1315,2549,3817,5187,6508,8166,9365,10645,xxx,xxx,<3h30
431,17016,5473,5768,11240,11304,1313,2547,3825,5187,6509,8166,9366,10647,xxx,xxx,<3h30
432,7822,5501,5739,11240,11245,1267,2529,3784,5202,6516,7951,9249,10598,xxx,xxx,<3h30
433,2643,5472,5769,11240,11304,1316,2553,3817,5187,6511,8169,9366,10646,xxx,xxx,<3h30
434,71,5475,5765,11240,11304,1314,2547,3807,5186,6510,8168,9365,10645,xxx,xxx,<3h30
435,2640,5475,5767,11241,11304,1316,2554,3826,5188,6511,8168,9366,10647,xxx,xxx,<3h30
436,2642,5473,5769,11241,11304,1316,2556,3819,5189,6511,8168,9367,10647,xxx,xxx,<3h30
437,5177,5472,5770,11241,11304,1317,2551,3819,5188,6511,8168,9367,10647,xxx,xxx,<3h30
438,5342,5333,5910,11243,11247,1272,2514,3762,5062,6292,7731,9029,10555,xxx,xxx,<3h30
439,10287,5392,5855,11246,11258,1267,2506,3763,5097,6394,7880,9192,10633,xxx,xxx,<3h30
440,12860,5517,5729,11246,11250,1307,2579,3848,5215,6520,7912,9217,10637,xxx,xxx,<3h30
441,10408,5382,5869,11250,11254,1279,2530,3792,5096,6360,7744,9109,10603,xxx,xxx,<3h30
442,2828,5467,5785,11252,11261,1303,2558,3821,5177,6467,7902,9225,10647,xxx,xxx,<3h30
443,10550,5497,5755,11252,11286,1267,2528,3819,5206,6506,7964,9276,10670,xxx,xxx,<3h30
444,12810,5369,5884,11253,11341,1272,2475,3732,5081,6349,7789,9101,10609,xxx,xxx,<3h30
445,104,5286,5968,11253,11267,1216,2403,3621,4987,6347,7809,9179,10646,xxx,xxx,<3h30
446,949,5530,5724,11254,12483,1301,2586,3883,5247,6540,7953,9230,10660,xxx,xxx,<3h30
447,15549,5625,5630,11255,11310,1356,2650,3962,5334,6629,8016,9274,10641,xxx,xxx,<3h30
448,7698,5411,5851,11261,11267,1269,2529,3789,5144,6397,7803,9187,10627,xxx,xxx,<3h30
449,2806,5538,5726,11263,11288,1374,2633,3894,5232,6545,7953,9242,10690,xxx,xxx,<3h30
450,198,5594,5673,11266,11307,1327,2614,3920,5303,6567,7985,9301,10667,xxx,xxx,<3h30
451,20448,5709,5558,11266,11292,1337,2618,3917,5418,6729,8111,9404,10737,xxx,xxx,<3h30
452,7956,5385,5883,11268,11276,1286,2455,3665,5062,6413,7961,9265,10704,xxx,xxx,<3h30
453,7860,5534,5737,11271,11309,1301,2579,3865,5239,6542,7983,9262,10646,xxx,xxx,<3h30
454,7716,5313,5962,11275,11308,1246,2446,3676,5031,6303,7846,9285,10710,xxx,xxx,<3h30
455,5475,5680,5598,11277,11485,1386,2707,4006,5377,6667,8053,9315,10681,xxx,xxx,<3h30
456,10304,5506,5773,11278,11316,1329,2573,3847,5210,6501,7928,9248,10684,xxx,xxx,<3h30
457,18424,5537,5744,11280,11917,1339,2622,3926,5256,6531,7900,9173,10626,xxx,xxx,<3h30
458,12988,5294,5990,11284,11291,1213,2439,3685,5019,6260,7652,9053,10629,xxx,xxx,<3h30
459,2805,5200,6087,11286,11309,1198,2364,3580,4918,6185,7636,9080,10643,xxx,xxx,<3h30
460,7874,5446,5843,11289,11339,1381,2666,3920,5164,6487,7873,9157,10616,xxx,xxx,<3h30
461,640,5694,5596,11290,11408,1382,2702,4039,5405,6684,8071,9340,10701,xxx,xxx,<3h30
462,2779,5449,5842,11291,11336,1258,2475,3749,5154,6475,7905,9205,10657,xxx,xxx,<3h30
463,2789,5632,5659,11291,11360,1344,2638,3944,5329,6654,8047,9345,10699,xxx,xxx,<3h30
464,10539,5328,5967,11294,11295,1204,2402,3640,5022,6368,7832,9220,10674,xxx,xxx,<3h30
465,2852,5673,5623,11296,11311,1317,2616,3926,5364,6700,8132,9408,10733,xxx,xxx,<3h30
466,7805,5429,5872,11301,11360,1287,2520,3769,5129,6460,7938,9301,10707,xxx,xxx,<3h30
467,13009,5376,5927,11302,11330,1240,2449,3688,5071,6380,7847,9164,10651,xxx,xxx,<3h30
468,18518,5577,5735,11311,11406,1330,2614,3904,5280,6591,8018,9293,10699,xxx,xxx,<3h30
469,18226,5362,5951,11313,11315,1205,2416,3669,5051,6422,7878,9225,10726,xxx,xxx,<3h30
470,324,5447,5869,11316,11413,1293,2558,3834,5162,6412,7789,9151,10729,xxx,xxx,<3h30
471,10517,5461,5859,11320,11341,1254,2533,3807,5169,6460,7884,9209,10689,xxx,xxx,<3h30
472,7872,5350,5974,11324,11329,1265,2492,3736,5064,6324,7728,9091,10646,xxx,xxx,<3h30
473,172,5556,5770,11326,11341,1292,2587,3865,5254,6555,7997,9317,10721,xxx,xxx,<3h30
474,5125,5390,5937,11327,11418,1273,2466,3697,5080,6418,7919,9281,10704,xxx,xxx,<3h30
475,20153,5165,6163,11328,11336,1203,2387,3587,4884,6142,7551,9033,10632,xxx,xxx,<3h30
476,7964,5084,6245,11329,11333,1199,2362,3545,4807,6025,7395,8743,10421,xxx,xxx,<3h30
477,10267,5658,5671,11329,11340,1334,2638,3946,5367,6666,8061,9354,10711,xxx,xxx,<3h30
478,7938,5617,5717,11334,11352,1303,2590,3893,5318,6628,8036,9348,10744,xxx,xxx,<3h30
479,15553,5739,5597,11335,11337,1339,2685,4026,5440,6763,8158,9437,10751,xxx,xxx,<3h30
480,7953,5512,5824,11335,11366,1315,2580,3861,5218,6528,7964,9322,10727,xxx,xxx,<3h30
481,3121,5683,5653,11336,11512,1391,2708,4016,5391,6687,8053,9295,10748,xxx,xxx,<3h30
482,17933,5755,5587,11341,11382,1398,2724,4050,5459,6773,8178,9458,10789,xxx,xxx,<3h30
483,128,5806,5537,11342,11365,1369,2700,4034,5497,6832,8196,9472,10785,xxx,xxx,<3h30
484,5513,5627,5717,11343,11509,1353,2652,3956,5332,6620,7991,9270,10702,xxx,xxx,<3h30
485,12853,5422,5925,11346,11347,1261,2514,3774,5131,6412,7827,9180,10697,xxx,xxx,<3h30
486,7764,5219,6128,11346,11348,1178,2356,3579,4913,6264,7716,9139,10690,xxx,xxx,<3h30
487,2853,5632,5716,11347,11370,1308,2560,3842,5309,6696,8135,9426,10776,xxx,xxx,<3h30
488,5447,5736,5613,11349,11529,1356,2690,4035,5446,6764,8172,9449,10788,xxx,xxx,<3h30
489,7840,5853,5499,11351,11385,1417,2790,4125,5542,6897,8281,9569,10825,xxx,xxx,<3h30
490,10284,5646,5706,11351,11383,1325,2632,3941,5338,6657,8093,9424,10790,xxx,xxx,<3h30
491,10249,5853,5499,11351,11385,1417,2791,4125,5542,6897,8281,9569,10825,xxx,xxx,<3h30
492,5425,5293,6058,11351,11354,1215,2405,3669,5001,6287,7717,9114,10674,xxx,xxx,<3h30
493,2869,5708,5647,11355,11432,1355,2646,3956,5403,6724,8149,9585,10825,xxx,xxx,<3h30
494,5217,5112,6245,11357,11382,1176,2330,3509,4827,6149,7497,9018,10673,xxx,xxx,<3h30
495,98,5167,6191,11358,11361,1126,2303,3515,4879,6139,7562,8930,10674,xxx,xxx,<3h30
496,7752,5307,6053,11359,11380,1235,2447,3676,5015,6307,7764,9137,10701,xxx,xxx,<3h30
497,10306,5700,5661,11361,11406,1339,2641,3969,5393,6738,8169,9492,10809,xxx,xxx,<3h30
498,10354,5369,5994,11363,11368,1246,2472,3727,5074,6392,7845,9246,10722,xxx,xxx,<3h30
499,18190,5438,5927,11365,11405,1266,2493,3772,5143,6451,7895,9260,10753,xxx,xxx,<3h30
500,307,5649,5716,11365,11418,1332,2618,3923,5349,6655,8075,9361,10763,xxx,xxx,<3h30
501,15662,5592,5775,11366,11372,1305,2592,3914,5304,6633,8054,9362,10764,xxx,xxx,<3h30
502,5406,5440,5928,11368,11368,1204,2452,3740,5142,6469,7924,9281,10753,xxx,xxx,<3h30
503,5167,5423,5946,11369,11372,1192,2426,3696,5115,6463,7971,9293,10724,xxx,xxx,<3h30
504,5341,5673,5698,11370,11420,1347,2609,3905,5353,6733,8170,9451,10794,xxx,xxx,<3h30
505,7987,5574,5796,11370,11414,1335,2624,3923,5279,6615,8048,9405,10796,xxx,xxx,<3h30
506,7961,5739,5634,11372,11442,1404,2747,4064,5454,6691,8043,9300,10739,xxx,xxx,<3h30
507,7917,5555,5818,11372,11386,1289,2552,3859,5254,6583,8037,9354,10771,xxx,xxx,<3h30
508,7878,5341,6032,11373,11399,1245,2469,3720,5055,6308,7729,9113,10708,xxx,xxx,<3h30
509,2723,5415,5960,11375,11391,1295,2524,3768,5126,6430,7838,9205,10724,xxx,xxx,<3h30
510,287,5332,6044,11375,11399,1274,2503,3741,5048,6301,7705,9184,10758,xxx,xxx,<3h30
511,2669,5654,5731,11384,11443,1348,2654,3966,5360,6659,8047,9336,10755,xxx,xxx,<3h30
512,10512,5489,5895,11384,11411,1270,2541,3827,5192,6498,7931,9367,10775,xxx,xxx,<3h30
513,15384,5624,5761,11385,11414,1290,2538,3823,5227,6626,8072,9376,10774,xxx,xxx,<3h30
514,7885,5680,5707,11386,11451,1322,2623,3963,5370,6721,8125,9401,10795,xxx,xxx,<3h30
515,10480,5691,5695,11386,11457,1331,2640,3964,5391,6725,8150,9444,10811,xxx,xxx,<3h30
516,2872,5314,6074,11388,11389,1153,2350,3590,5014,6294,7807,9163,10722,xxx,xxx,<3h30
517,7915,5352,6043,11394,11399,1189,2437,3725,5068,6350,7759,9083,10651,xxx,xxx,<3h30
